# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]  -- synthesized: WMM(49.8728;8.6512) field rotated by the CF attitude
1904263000,9.6345,18.4042,44.2419
1904363000,4.4178,15.1897,46.2454
1904463000,9.3543,17.0013,44.8590
1904563000,8.9655,14.4295,45.8289
1904663000,8.0968,14.3253,46.0229
1904764000,10.7986,14.6120,45.3735
1904863000,16.6445,12.2041,44.3046
1904963000,20.9372,10.8297,42.8163
1905063000,24.8174,8.9834,41.1373
1905163000,27.4008,7.0335,39.8573
1905263000,28.0712,6.4922,39.4808
1905363000,30.5980,0.7195,38.1067
1905463000,31.9317,-3.1963,36.8650
1905564000,31.6802,-11.1587,35.5067
1905663000,32.4283,-10.6449,34.9853
1905763000,32.6628,-10.5131,34.8066
1905863000,32.6791,-10.2875,34.8586
1905963000,32.1764,-8.3238,35.8367
1906063000,31.0003,-2.7820,37.6845
1906163000,29.3155,7.6602,38.3511
1906263000,26.8150,12.8317,38.7967
1906363000,24.2917,22.4352,35.9925
1906463000,22.2901,27.6044,33.6159
1906563000,21.2093,29.7233,32.4896
1906663000,21.2246,31.0326,31.2309
1906763000,22.4756,28.8644,32.4126
1906863000,23.8123,25.8382,33.9741
1906963000,26.2903,22.0650,34.7971
1907063000,26.8375,18.1684,36.5860
1907163000,25.7577,13.2154,39.3798
1907263000,24.8382,8.7901,41.1664
1907363000,26.6876,2.1601,40.8899
1907463000,25.3188,-8.7484,40.8815
1907563000,24.0722,-22.5828,36.0475
1907663000,23.7695,-29.9346,30.4600
1907763000,19.7613,-33.7681,29.2930
1907863000,15.7376,-36.3201,28.6716
1907963000,16.4086,-34.6411,30.3254
1908063000,17.1629,-33.0413,31.6637
1908163000,18.3656,-31.0405,32.9859
1908263000,23.2353,-27.0612,33.4170
1908363000,29.2629,-21.5334,32.6936
1908463000,33.9163,-15.3224,31.6826
1908563000,34.9816,-11.8620,32.0072
1908663000,34.2167,-10.4462,33.3013
1908766000,34.6220,-4.7276,34.1738
1908863000,37.0209,1.9514,31.8517
1908963000,34.4502,3.7511,34.4672
1909064000,31.8858,9.0375,35.9235
1909163000,29.8516,14.0210,36.0718
1909263000,26.8607,18.0539,36.6257
1909363000,23.2205,20.2985,37.9165
1909465000,19.9080,23.7614,37.7882
1909563000,16.9079,27.2798,36.8621
1909663000,13.2345,29.0105,37.0421
1909763000,9.7571,30.4844,36.9375
1909863000,5.6536,29.5644,38.5080
1909966000,1.7046,29.8680,38.6507
1910063000,-1.9919,29.5950,38.8465
1910163000,-4.9513,28.5258,39.3782
1910263000,-3.5177,28.7708,39.3541
1910363000,0.6232,27.8724,40.1450
1910463000,9.8370,23.0252,41.9756
1910563000,14.1378,17.1809,43.5180
1910663000,11.3359,10.8206,46.2957
1910763000,3.5617,7.2076,48.2104
1910863000,-5.4680,7.1921,48.0339
1910963000,-11.6046,15.1579,44.9939
1911063000,-10.8826,21.8688,42.3345
1911163000,-10.1912,26.0374,40.0883
1911263000,-17.1538,26.8699,37.0491
1911363000,-23.9864,21.3818,36.8287
1911463000,-24.6954,8.9991,41.2072
1911563000,-24.0315,-0.3504,42.5587
1911663000,-27.0445,0.0626,40.7121
1911763000,-27.0701,1.4093,40.6706
1911863000,-27.1394,-2.6605,40.5617
1911963000,-28.4568,-4.0083,39.5351
1912063000,-28.5163,-5.5765,39.3014
1912163000,-28.9222,-3.6971,39.2265
1912266000,-29.9587,-1.7660,38.5777
1912363000,-30.6469,1.9015,38.0268
1912464000,-31.9037,8.0572,36.1403
1912563000,-29.7931,16.2525,35.1725
1912663000,-18.2483,26.0298,37.1258
1912763000,-5.9431,29.6886,38.3686
1912863000,4.0278,28.8099,39.2765
1912963000,13.0720,27.9072,37.9367
1913063000,22.8228,26.2922,34.3033
1913163000,30.0066,21.9237,31.7464
1913263000,34.5910,19.9662,28.1726
1913363000,37.7644,17.2157,25.8137
1913463000,39.8302,14.0846,24.5776
1913563000,43.1713,12.9258,18.9219
1913663000,44.0359,9.5026,18.9584
1913763000,43.6278,3.4772,21.7578
1913863000,42.6921,0.7236,23.7853
1913963000,41.6749,-1.5495,25.4888
1914063000,41.1606,-4.9817,25.8817
1914163000,38.3084,-9.5311,28.8184
1914263000,40.0608,-6.2170,27.3014
1914363000,38.4902,-7.5735,29.1552
1914463000,36.8183,-8.3198,31.0495
1914563000,34.7189,-9.2134,33.1449
1914663000,31.9273,-10.3285,35.5366
1914765000,28.5636,-12.9272,37.4952
1914863000,26.9256,-12.5665,38.8069
1914963000,22.2763,-15.4108,40.6835
1915063000,18.5555,-16.9978,41.9005
1915163000,16.1802,-16.1556,43.1981
1915265000,21.3362,-12.1274,42.2679
1915364000,27.8794,-2.7906,40.0478
1915463000,30.5974,3.0292,37.9935
1915563000,27.7257,9.9994,38.9895
1915663000,21.1398,15.2323,41.3517
1915763000,15.0706,14.4235,44.2009
1915863000,11.2772,16.2973,44.6778
1915963000,7.6641,15.4756,45.7236
1916063000,4.9616,12.2127,47.0650
1916163000,4.5804,3.4845,48.5362
1916267000,5.9795,-4.8812,48.2628
1916363000,6.0904,-14.9376,46.1373
1916463000,6.7611,-20.0278,44.0687
1916563000,7.6869,-26.6205,40.2634
1916663000,8.3579,-31.4678,36.4528
1916763000,9.6952,-33.8259,33.9218
1916863000,12.0084,-35.6272,31.2310
1916963000,13.7976,-36.9045,28.9234
1917063000,16.4754,-38.5059,25.1940
1917163000,20.9115,-39.2049,20.3609
1917263000,23.9849,-38.5653,18.0644
1917363000,26.8483,-37.3961,16.4189
1917463000,31.0821,-35.3173,13.2466
1917563000,31.9868,-34.1314,14.1695
1917663000,38.3953,-28.4899,10.1491
1917763000,42.4401,-21.6662,10.8761
1917863000,44.4309,-16.1138,12.4548
1917963000,44.5343,-11.8952,16.2505
1918065000,44.8677,-6.4397,18.2838
1918163000,42.8208,-2.7163,23.4068
1918263000,41.5527,1.6323,25.6825
1918364000,40.7316,4.3452,26.6633
1918463000,39.8252,7.2476,27.3918
1918563000,38.8171,9.9723,27.9762
1918663000,36.7351,10.0770,30.6246
1918763000,32.9052,9.9703,34.7379
1918863000,31.6727,10.4598,35.7255
1918963000,30.4621,11.1106,36.5718
1919066000,27.6530,11.0992,38.7427
1919163000,25.8457,10.9150,40.0217
1919264000,23.5094,11.2527,41.3469
1919363000,20.7184,12.7049,42.4053
1919463000,19.4175,13.0067,42.9263
1919563000,18.5262,12.3650,43.5060
1919663000,16.8935,11.8868,44.2966
1919763000,13.3727,11.7637,45.5155
1919863000,10.4515,12.0713,46.1945
1919963000,10.3634,10.1311,46.6781
1920065000,9.3136,8.1337,47.2861
1920164000,7.1234,4.3923,48.1544
1920263000,7.6054,-1.5916,48.2546
1920364000,9.9908,-5.3119,47.5484
1920463000,13.8180,-9.9454,45.8152
1920563000,15.5464,-13.0701,44.4563
1920666000,16.1777,-16.4961,43.0702
1920763000,20.3493,-19.8178,39.7749
1920865000,27.0809,-19.4182,35.7553
1920963000,30.5357,-16.4397,34.4411
1921063000,34.1088,-12.0220,32.8777
1921163000,35.7504,-5.3329,32.8991
1921263000,34.8132,4.1694,34.0520
1921363000,29.7197,13.5597,36.3560
1921463000,17.6853,20.0596,40.9112
1921563000,6.0501,21.3023,43.5716
1921663000,-2.2403,18.1728,45.3168
1921766000,-3.4590,18.3793,45.1566
1921867000,1.8811,24.0554,42.5051
1921965000,11.2955,31.9305,35.2383
1922063000,19.1521,31.0057,32.5688
1922163000,20.2992,25.6584,36.3107
1922263000,20.9724,24.1093,36.9835
1922363000,21.8634,22.6331,37.3980
1922463000,21.2199,24.2812,36.7290
1922563000,21.7747,28.0638,33.5733
1922663000,20.6126,34.2652,28.1051
1922763000,20.1971,37.0155,24.7146
1922863000,19.7190,38.9604,21.9573
1922963000,23.0359,37.1183,21.9194
1923063000,27.4645,34.7724,20.6267
1923163000,31.9003,32.2773,18.1500
1923263000,35.5202,30.3957,14.2581
1923363000,38.0215,29.0510,9.9640
1923463000,43.1116,21.0357,9.3687
1923563000,46.6845,11.2927,9.0506
1923663000,46.7572,7.6776,11.9875
1923763000,45.4505,2.1408,17.8479
1923863000,42.3175,-1.2327,24.4252
1923963000,37.1596,-0.2400,31.7488
1924063000,31.6112,-7.2771,36.5603
1924163000,27.1311,-11.5891,38.9676
1924264000,25.8463,-16.6769,37.9832
1924363000,22.2274,-22.3483,37.3548
1924463000,20.7374,-28.7843,33.6200
1924563000,21.4499,-35.7908,25.4519
1924663000,19.6818,-40.4753,19.0593
1924763000,17.8033,-44.8305,7.8834
1924863000,20.0394,-44.2539,-5.3752
1924963000,23.4953,-41.9933,-8.5685
1925063000,28.0754,-39.0584,-8.6657
1925164000,35.8320,-32.9915,-4.0631
1925263000,43.5790,-22.1226,-0.5835
1925363000,47.9556,-8.6816,3.7111
1925463000,46.5687,5.6497,13.7229
1925563000,38.3289,18.7904,23.8054
1925663000,24.5419,26.8474,32.6465
1925763000,9.7135,28.9624,38.1537
1925863000,-3.5429,28.9157,39.2455
1925963000,-13.8362,23.2269,40.7180
1926063000,-23.7557,20.9083,37.2476
1926163000,-23.3405,17.2661,39.3190
1926263000,-25.6560,13.3430,39.4032
1926363000,-25.1301,8.3653,41.0777
1926463000,-21.5256,1.5464,43.8536
1926563000,-18.8265,-3.1037,44.9979
1926666000,-17.1312,-6.9923,45.2384
1926765000,-15.9493,-10.6248,44.9624
1926865000,-14.8721,-11.9699,44.9936
1926963000,-11.9203,-13.6430,45.3944
1927063000,-10.7990,-12.8733,45.8970
1927163000,-9.2627,-13.3002,46.1106
1927263000,-5.6563,-15.5997,45.9732
1927363000,-4.3820,-14.8984,46.3434
1927463000,-3.2701,-15.5768,46.2120
1927563000,-2.8039,-16.6605,45.8633
1927663000,-1.0485,-17.6451,45.5679
1927763000,0.8581,-19.1304,44.9686
1927863000,2.3338,-22.5913,43.2789
1927963000,5.8253,-24.4352,41.9269
1928063000,9.5383,-25.3543,40.6824
1928163000,11.7091,-23.8905,41.0002
1928263000,12.8243,-26.5880,38.9550
1928363000,13.1696,-27.5879,38.1359
1928463000,11.7923,-27.8885,38.3673
1928563000,15.2871,-24.0637,39.7004
1928663000,17.9390,-17.9450,41.7738
1928763000,19.7449,-10.4785,43.4652
1928864000,21.8509,-5.2378,43.4049
1928964000,21.2830,-2.0760,43.9500
1929063000,20.6129,0.2340,44.3163
1929163000,18.8851,1.4678,45.0564
1929263000,13.3374,-0.4675,47.0189
1929363000,7.8047,-4.7607,48.0136
1929463000,0.0835,-7.2507,48.3353
1929563000,-2.1542,-11.3953,47.4804
1929663000,-3.7966,-16.5002,45.8498
1929763000,-1.7726,-26.5053,41.0269
1929863000,0.7354,-34.8437,34.2674
1929965000,1.6140,-37.4020,31.4224
1930063000,6.0796,-39.7477,27.7857
1930163000,9.0633,-42.4629,22.4419
1930265000,13.9376,-43.9218,16.2940
1930363000,17.9270,-43.9464,11.6712
1930463000,21.7455,-42.6640,9.7877
1930563000,21.1241,-43.4175,7.5880
1930665000,23.9582,-41.7714,8.3684
1930763000,25.7464,-40.7955,7.8569
1930864000,28.1249,-39.1979,7.8355
1930963000,31.9442,-35.4587,10.5417
1931063000,35.0610,-29.4511,17.0949
1931163000,39.6740,-19.8040,20.5586
1931263000,41.0639,-7.9829,25.2766
1931363000,37.7355,5.9593,30.4860
1931463000,29.5137,16.7455,35.1769
1931565000,16.5815,21.4569,40.6637
1931663000,-0.9398,21.2154,44.0216
1931763000,-11.2782,12.3609,45.9227
1931863000,-19.0549,4.1385,44.8181
1931963000,-21.2938,-7.2309,43.3955
1932063000,-17.7390,-15.1451,42.9515
1932163000,-11.6610,-20.1120,42.9931
1932264000,-2.5778,-22.4021,43.3634
1932363000,4.5714,-23.2346,42.7567
1932463000,10.5328,-21.4144,42.6540
1932563000,13.6178,-19.7141,42.6003
1932663000,17.0899,-14.9565,43.2795
1932763000,19.0899,-7.9836,44.2800
1932863000,22.3348,-2.5447,43.4000
1932963000,22.1711,3.9766,43.3764
1933063000,22.3641,8.3713,42.6456
1933163000,22.5220,9.6725,42.2857
1933263000,21.0888,11.4085,42.5909
1933363000,21.1329,13.0702,42.0886
1933463000,19.5788,13.2657,42.7735
1933565000,22.0734,9.5475,42.5499
1933665000,23.9571,-0.9508,42.5914
1933763000,22.4783,-4.0269,43.2133
1933863000,20.4662,-9.2615,43.4078
1933963000,15.3685,-13.5514,44.3740
1934063000,9.1283,-18.4701,44.3216
1934163000,1.7129,-21.0699,44.0682
1934263000,-6.3960,-17.2737,45.2724
1934363000,-16.1869,-7.4898,45.5057
1934463000,-17.0823,1.7712,45.7595
1934563000,-13.2652,10.0006,45.9663
1934663000,-5.5912,15.2058,46.1129
1934764000,3.2539,15.5953,46.2069
1934863000,12.3663,9.1104,46.4000
1934963000,23.5727,1.6963,42.7824
1935063000,29.8614,-2.9363,38.5818
1935163000,32.0601,-6.5617,36.3039
1935263000,32.0580,-9.4197,35.6712
1935363000,30.8820,-12.2317,35.8548
1935463000,30.1297,-14.3436,35.7119
1935563000,28.9751,-16.7044,35.6411
1935663000,24.8877,-15.0002,39.2998
1935763000,17.6834,-14.8871,43.0645
1935863000,16.0247,-15.0455,43.6546
1935963000,14.1066,-12.8344,45.0018
1936063000,10.8565,-9.3740,46.7241
1936163000,0.7082,-1.9248,48.8331
1936263000,-10.0158,9.6759,46.8502
1936363000,-15.9377,17.0190,42.9561
1936463000,-18.7147,15.9118,42.2546
1936563000,-12.9178,3.1929,47.0300
1936663000,1.9943,-11.5570,47.4483
1936763000,13.2296,-25.7579,39.3750
1936863000,10.2765,-35.2619,32.2471
1936963000,7.0841,-40.2927,26.7431
1937063000,3.6964,-41.2850,25.8991
1937163000,3.3389,-39.1811,29.0272
1937263000,1.6132,-33.5226,35.5319
1937363000,0.0218,-24.4478,42.3224
1937463000,3.5640,-13.1438,46.9406
1937563000,9.2593,0.3101,47.9901
1937663000,14.4217,10.3348,45.5421
1937763000,14.9219,13.5226,44.5349
1937863000,17.0287,15.5989,43.0764
1937963000,24.8628,13.9594,39.6970
1938063000,31.1610,10.1597,36.2581
1938164000,34.7354,1.7312,34.3414
1938263000,36.5846,-9.2184,31.0720
1938363000,34.8356,-18.2107,29.0470
1938463000,27.3013,-28.1353,29.1877
1938563000,22.3887,-33.4208,27.7610
1938663000,18.1865,-36.8287,26.4911
1938763000,12.2557,-36.1973,30.4702
1938863000,9.0339,-33.9871,33.9432
1938963000,10.4968,-28.7676,38.0936
1939063000,13.8232,-21.4820,41.6692
1939163000,17.5978,-10.5059,44.3714
1939263000,21.0054,0.9211,44.1226
1939363000,24.1286,8.0834,41.7295
1939463000,26.2253,14.0083,38.7928
1939563000,27.1255,17.7649,36.5718
1939663000,27.2987,17.1957,36.7147
1939763000,27.8475,11.8772,38.3709
1939863000,29.3826,1.7766,39.0178
1939963000,30.3367,-8.0000,37.4775
1940063000,30.0478,-16.3855,34.8931
1940163000,29.7909,-23.0937,31.1137
1940263000,27.3149,-26.6746,30.5162
1940363000,22.1721,-27.7126,33.6049
1940463000,16.7597,-25.3912,38.2528
1940563000,14.1213,-20.2756,42.1707
1940663000,16.3252,-12.3691,44.3776
1940763000,18.6030,-4.0114,45.0191
1940863000,21.7147,3.8699,43.6162
1940963000,26.1483,11.6444,39.6176
1941063000,27.4017,20.6953,34.7812
1941163000,26.9146,28.4535,29.2384
1941263000,23.9767,32.6762,27.3178
1941365000,19.5945,32.3823,30.9245
1941463000,21.0532,26.9598,34.9115
1941563000,23.1210,19.5991,38.3429
1941663000,25.4615,9.4768,40.6298
1941763000,27.1375,0.9889,40.6381
1941863000,28.4896,-6.0681,39.2479
1941963000,26.1359,-8.7354,40.3669
1942063000,25.0936,-7.4425,41.2771
1942163000,24.6472,-2.2318,42.1475
1942263000,26.5734,5.1327,40.6988
1942363000,27.4971,15.4491,37.3378
1942463000,28.1231,26.6363,29.8073
1942563000,23.9554,35.8897,22.9553
1942663000,13.0940,43.4233,18.2166
1942763000,3.1231,44.2032,20.6204
1942863000,-1.5998,40.0692,27.9425
1942963000,-2.3681,32.9585,36.0140
1943063000,-0.6073,23.5523,42.8229
1943165000,1.4388,14.2369,46.7346
1943268000,3.4533,7.7269,48.1378
1943367000,4.5315,4.3728,48.4688
1943466000,5.5316,4.7236,48.3319
1943563000,5.9618,7.2864,47.9609
1943663000,7.5214,11.4100,46.9268
1943763000,11.7065,17.1428,44.2489
1943863000,14.7062,23.8894,40.0238
1943963000,15.5385,31.9608,33.5550
1944063000,13.3141,38.2980,27.2924
1944163000,6.3357,42.7896,22.7550
1944263000,-2.4358,44.0584,21.0192
1944363000,-10.9767,40.5144,25.0395
1944463000,-14.1499,32.0449,34.0850
1944563000,-11.2033,20.4854,42.9385
1944665000,-6.4162,9.1890,47.5739
1944768000,-2.4923,1.0197,48.8019
1944863000,-1.9511,-5.4816,48.5286
1944963000,-0.6760,-9.5264,47.9340
1945063000,-2.2112,-11.7118,47.4007
1945169000,-1.2548,-8.6017,48.0969
1945265000,-1.9587,-2.0768,48.7927
1945364000,-0.7215,5.6459,48.5436
1945464000,0.0537,15.8678,46.2287
1945563000,-0.5708,25.7930,41.5124
1945663000,-4.0948,34.0157,34.8575
1945763000,-9.7269,38.2895,28.7782
1945863000,-15.3140,38.8892,25.3376
1945963000,-21.5103,34.9198,26.5856
1946063000,-23.6067,27.9257,32.4308
1946163000,-22.3673,19.2941,38.9400
1946264000,-18.4050,11.5235,43.7875
1946363000,-14.0694,4.0463,46.6322
1946463000,-10.2454,-3.1964,47.6833
1946563000,-9.4327,-7.9263,47.2978
1946663000,-9.9558,-10.0519,46.7838
1946763000,-11.1528,-9.8308,46.5602
1946863000,-11.8375,-9.5352,46.4525
1946963000,-11.9552,-6.1127,46.9956
1947063000,-12.1766,-3.5152,47.2044
1947163000,-11.2824,-2.4432,47.4933
1947263000,-10.3769,-2.8187,47.6787
1947363000,-8.6255,-2.5775,48.0399
1947463000,-5.4856,-4.7170,48.3377
1947563000,1.7185,-9.4868,47.9158
1947664000,2.3618,-9.7824,47.8289
1947763000,6.3581,-8.9415,47.6288
1947863000,2.5439,-6.3102,48.4003
1947963000,-3.3113,-5.5714,48.4445
1948063000,-4.5309,-13.4859,46.7598
1948167000,0.1578,-17.0648,45.8001
1948263000,0.4112,-13.1704,47.0665
1948363000,1.9641,-14.5342,46.6238
1948464000,-1.1002,-13.9488,46.8305
1948563000,0.8526,-9.8776,47.8601
1948663000,0.4353,-10.8386,47.6573
1948763000,-1.2974,-9.0066,48.0216
1948863000,-3.4082,-5.2413,48.4747
1948963000,-3.7870,-7.7062,48.1160
1949063000,-2.5928,-7.7887,48.1819
1949163000,-4.3577,-6.0147,48.3085
1949263000,-4.5411,-8.5990,47.8990
1949363000,-4.2906,-7.6449,48.0835
1949463000,-4.0262,-8.9382,47.8830
1949563000,-3.4927,-8.7832,47.9535
1949663000,-1.1742,-10.7319,47.6689
1949763000,-1.1634,-11.3613,47.5231
1949863000,-0.2637,-15.2160,46.4466
1949963000,1.4273,-12.3233,47.2755
1950063000,2.0181,-13.8469,46.8302
1950163000,4.1769,-13.4234,46.8107
1950263000,5.6805,-13.9072,46.5102
1950363000,5.7975,-13.5871,46.5903
1950463000,5.4433,-14.6557,46.3083
1950563000,6.3846,-14.2644,46.3103
1950663000,8.1459,-14.7343,45.8849
1950763000,7.3989,-14.5744,46.0622
1950863000,13.5482,-12.5979,45.2396
1950963000,13.6638,-15.8074,44.1849
1951063000,17.2647,-14.0176,43.5237
1951163000,20.2886,-14.1785,42.1453
1951263000,19.9006,-14.4495,42.2381
1951363000,23.1920,-12.5276,41.1591
1951463000,25.6018,-9.7994,40.4648
1951563000,26.7538,-8.1062,40.0924
1951663000,28.4499,-5.8561,39.3089
1951763000,26.4999,-3.7167,40.9002
1951863000,27.9339,-0.9674,40.0954
1951963000,26.7551,0.7956,40.8951
1952063000,27.7929,3.8397,40.0211
1952163000,27.7657,6.3458,39.7200
1952263000,27.6941,8.1103,39.4479
1952363000,26.3742,9.6954,39.9910
1952463000,25.2136,13.7370,39.5531
1952563000,22.4973,14.4328,40.9200
1952663000,20.9312,16.7110,40.8841
1952763000,18.9187,19.0298,40.8513
1952863000,16.4585,21.3615,40.7638
1952963000,12.5728,22.7260,41.4045
1953063000,9.9530,26.0500,40.1400
1953163000,9.1875,31.2217,36.4647
1953263000,7.2915,31.0874,37.0038
1953363000,9.2710,35.5951,32.1857
1953463000,7.1910,34.8444,33.5118
1953563000,2.7848,33.1895,35.7712
1953663000,-5.7255,27.9276,39.7007
1953763000,-10.5052,24.0812,41.2143
1953863000,-13.9447,17.1563,43.5900
1953963000,-11.8344,4.9322,47.1646
1954063000,-13.1244,-3.6635,46.9383
1954163000,-11.3730,-11.0053,46.2430
1954263000,-11.0263,-18.7266,43.7792
1954363000,-8.9799,-21.0271,43.1984
1954463000,-4.0774,-24.1778,42.2810
1954566000,0.1978,-22.4312,43.4244
1954663000,6.8877,-20.6803,43.7466
1954763000,13.4614,-17.9686,43.4143
1954863000,17.0853,-16.5447,42.6995
1954966000,20.2185,-12.0713,42.8296
1955063000,23.8157,-5.8907,42.2728
1955163000,22.2744,-1.9853,43.4602
1955263000,21.7560,-0.2017,43.7666
1955363000,20.7317,-1.3755,44.2401
1955463000,16.0213,-2.9531,46.0812
1955563000,15.8704,-6.8959,45.7106
1955664000,14.3099,-12.0855,45.1447
1955763000,16.2614,-18.8791,42.0479
1955863000,17.6054,-21.4769,40.2203
1955963000,19.6045,-25.3623,36.8957
1956063000,22.1742,-26.5592,34.5224
1956163000,23.7987,-28.6698,31.6314
1956263000,27.2622,-25.8722,31.2456
1956363000,28.3830,-26.9474,29.2767
1956463000,30.0622,-26.3662,28.1063
1956563000,31.4473,-27.3471,25.5359
1956663000,34.0294,-27.8189,21.3772
1956763000,33.0452,-30.2211,19.5852
1956863000,37.3607,-24.6380,19.6475
1956963000,40.2079,-20.6002,18.6503
1957063000,41.5099,-18.1479,18.3429
1957163000,40.4918,-14.8646,22.9856
1957263000,35.8492,-4.4519,32.9225
1957363000,28.7338,3.9378,39.3413
1957463000,22.7643,11.2738,41.7560
1957563000,16.8890,14.8331,43.4007
1957665000,9.8417,11.6145,46.4448
1957763000,4.5875,6.9827,48.1568
1957863000,-0.5741,-0.4968,48.8703
1957963000,-3.8068,-8.8467,47.9179
1958063000,-7.1276,-19.7766,44.1244
1958163000,-7.6706,-24.3330,41.6887
1958263000,-8.9916,-28.1687,38.9173
1958363000,-9.2121,-25.5086,40.6611
1958463000,-16.3218,-16.5889,42.9801
1958563000,-17.6991,-8.4467,44.7691
1958663000,-19.8830,0.0388,44.6491
1958763000,-20.4249,4.5087,44.1744
1958863000,-17.7248,12.5249,43.7931
1958965000,-14.9008,17.9579,42.9460
1959063000,-9.7648,24.6385,41.0667
1959163000,-3.9424,33.1860,35.6655
1959265000,-2.8809,38.1406,30.4282
1959363000,-8.6859,36.9180,30.8301
1959463000,-20.3111,29.9024,32.8965
1959563000,-25.7393,24.2287,33.7541
1959663000,-29.9871,21.1776,32.2671
1959763000,-32.3139,19.0359,31.3421
1959863000,-35.1518,18.0942,28.7373
1959963000,-35.6298,21.1604,25.9159
1960063000,-35.5381,24.4108,23.0226
1960163000,-35.0381,26.1379,21.8637
1960263000,-32.0072,29.4267,22.3269
1960363000,-25.4819,34.7411,23.0783
1960465000,-18.2738,37.9687,24.7654
1960565000,-8.7510,39.8041,26.9802
1960664000,4.2388,39.2301,28.8429
1960765000,15.9345,36.1288,28.8042
1960863000,22.7049,27.8437,33.1375
1960963000,26.5651,21.1396,35.1609
1961063000,28.5260,10.7037,38.2175
1961163000,29.1406,4.3232,39.0002
1961263000,25.2357,-3.6432,41.6985
1961363000,22.6410,-10.0268,42.1394
1961463000,18.7222,-16.4851,42.0309
1961563000,17.3733,-18.2963,41.8604
1961663000,15.7565,-19.7094,41.8587
1961763000,14.4796,-19.7892,42.2801
1961863000,12.9297,-17.8546,43.6224
1961963000,11.1732,-13.2902,45.6882
1962066000,10.4551,-6.5430,47.2944
1962163000,9.9403,-2.0837,47.8093
1962263000,9.0899,6.3108,47.6070
