# t_us, mag_frd_x [uT], mag_frd_y [uT], mag_frd_z [uT]  -- synthesized: WMM(49.8728;8.6512) field rotated by the CF attitude
2296688000,-0.1145,-21.2497,44.0149
2296788000,-0.0191,-21.1552,44.0606
2296888000,-0.1374,-21.1632,44.0565
2296988000,-0.2347,-21.1760,44.0500
2297088000,-0.0954,-21.1666,44.0550
2297188000,0.0056,-21.1114,44.0816
2297290000,-0.1145,-21.3346,43.9739
2297388000,-0.0517,-21.3462,43.9684
2297490000,-0.1123,-21.0580,44.1070
2297590000,-0.1486,-21.2000,44.0388
2297688000,-0.0512,-21.2031,44.0376
2297790000,-0.0267,-21.2122,44.0332
2297888000,-0.1974,-21.1532,44.0611
2297988000,-0.1450,-21.1970,44.0403
2298088000,-0.2151,-21.1328,44.0708
2298188000,-0.1361,-21.1724,44.0522
2298289000,-0.1091,-21.2109,44.0337
2298390000,-0.1159,-21.1947,44.0415
2298490000,-0.0224,-21.1189,44.0780
2298588000,-0.0314,-21.2696,44.0055
2298690000,-0.0467,-21.3596,43.9619
2298788000,-0.0188,-21.2311,44.0241
2298890000,-0.1191,-21.0989,44.0874
2298988000,-0.0697,-21.1759,44.0506
2299088000,-0.0395,-21.2510,44.0145
2299188000,0.0150,-21.1360,44.0698
2299288000,-0.0838,-21.1747,44.0511
2299388000,-0.1789,-21.1262,44.0741
2299488000,-0.0769,-21.0753,44.0988
2299588000,-0.1304,-21.1206,44.0770
2299689000,-0.1972,-21.3075,43.9867
2299788000,-0.1315,-21.3077,43.9869
2299888000,-0.1833,-21.2602,44.0097
2299988000,-0.1332,-21.2594,44.0102
2300088000,-0.1335,-21.1828,44.0472
2300188000,-0.1812,-21.1955,44.0408
2300291000,-0.0630,-21.1320,44.0717
2300391000,-0.1181,-21.1797,44.0487
2300490000,-0.0856,-21.3086,43.9865
2300589000,-0.1067,-21.2200,44.0293
2300690000,-0.0666,-21.0824,44.0955
2300788000,-0.2286,-21.2836,43.9981
2300889000,-0.2124,-21.2681,44.0057
2300988000,-0.1793,-21.1998,44.0388
2301088000,-0.1510,-21.1316,44.0717
2301188000,-0.1402,-21.1077,44.0832
2301288000,-0.1339,-21.1146,44.0799
2301388000,-0.0922,-21.0506,44.1106
2301488000,-0.0441,-21.2938,43.9938
2301588000,-0.1140,-21.2235,44.0276
2301688000,-0.1291,-21.2368,44.0212
2301788000,-0.1541,-21.1711,44.0527
2301888000,-0.1542,-21.1889,44.0441
2301988000,-0.1354,-21.2346,44.0222
2302088000,-0.0377,-21.2191,44.0298
2302188000,-0.1008,-21.1204,44.0772
2302288000,-0.1862,-21.1183,44.0779
2302388000,0.0294,-21.1885,44.0446
2302488000,-0.0810,-21.2118,44.0333
2302588000,-0.1888,-21.1409,44.0671
2302688000,-0.0804,-21.1546,44.0608
2302788000,-0.1508,-21.2295,44.0246
2302888000,-0.1242,-21.2235,44.0276
2302988000,-0.0310,-21.2529,44.0136
2303088000,-0.0869,-21.2827,43.9991
2303188000,-0.1380,-21.1637,44.0563
2303288000,-0.0809,-21.2364,44.0215
2303388000,-0.1063,-21.1893,44.0441
2303491000,-0.0108,-21.0119,44.1291
2303591000,-0.0438,-20.8952,44.1845
2303688000,-0.1707,-21.2724,44.0038
2303793000,-0.0588,-21.1615,44.0576
2303888000,-0.0399,-21.3280,43.9772
2303988000,-0.0301,-21.3799,43.9520
2304088000,-0.0054,-21.1667,44.0551
2304190000,-0.0998,-21.0125,44.1287
2304288000,-0.1796,-21.1835,44.0466
2304388000,-0.2269,-21.2252,44.0263
2304488000,-0.2328,-21.2617,44.0087
2304588000,-0.0687,-21.1830,44.0472
2304688000,-0.1148,-21.2388,44.0202
2304788000,-0.0040,-21.2713,44.0047
2304888000,-0.0860,-21.1994,44.0393
2304989000,-0.0778,-21.2613,44.0094
2305088000,-0.1553,-21.1841,44.0464
2305188000,-0.1635,-21.2069,44.0354
2305288000,-0.0081,-21.2480,44.0159
2305388000,-0.1515,-21.1543,44.0608
2305488000,-0.0865,-21.0512,44.1103
2305588000,0.0267,-21.0526,44.1097
2305688000,-0.1638,-21.3846,43.9494
2305788000,-0.1828,-21.2868,43.9968
2305888000,-0.2025,-21.2269,44.0256
2305988000,-0.1178,-21.2016,44.0381
2306088000,-0.0732,-21.1947,44.0415
2306188000,-0.1886,-21.2053,44.0361
2306288000,-0.0695,-21.2924,43.9944
2306388000,-0.0966,-21.2434,44.0181
2306488000,-0.1165,-21.1787,44.0492
2306588000,-0.0758,-21.0636,44.1044
2306688000,-0.0569,-21.1150,44.0798
2306788000,-0.1059,-21.1167,44.0789
2306888000,-0.0801,-21.1785,44.0493
2306988000,-0.0310,-21.0684,44.1022
2307088000,-0.1195,-21.2736,44.0034
2307188000,-0.0079,-21.3305,43.9760
2307288000,-0.0137,-21.2877,43.9967
2307388000,0.0214,-21.2636,44.0084
2307488000,-0.1439,-21.0713,44.1006
2307590000,-0.1387,-21.1150,44.0797
2307688000,-0.0781,-21.1516,44.0623
2307788000,-0.0599,-21.1463,44.0648
2307888000,-0.1546,-21.1714,44.0526
2307988000,-0.2012,-21.2067,44.0354
2308088000,-0.1312,-21.2145,44.0319
2308188000,-0.0537,-21.2544,44.0128
2308288000,-0.1769,-21.1540,44.0608
2308388000,-0.1238,-21.1978,44.0400
2308488000,-0.0058,-21.2369,44.0213
2308588000,-0.1315,-21.1409,44.0673
2308688000,-0.1736,-21.0879,44.0925
2308788000,-0.1726,-21.0963,44.0885
2308888000,0.0121,-21.3703,43.9567
2308988000,-0.0323,-21.0541,44.1090
2309088000,-0.1965,-21.1333,44.0707
2309188000,-0.1427,-21.3203,43.9807
2309293000,-0.1124,-21.3130,43.9844
2309388000,-0.1740,-21.2758,44.0021
2309490000,-0.1990,-21.2063,44.0356
2309588000,-0.1536,-21.1899,44.0437
2309690000,-0.1596,-21.1661,44.0551
2309788000,0.0097,-21.2740,44.0034
2309888000,-0.1120,-21.1954,44.0412
2309989000,-0.0211,-21.3578,43.9628
2310088000,-0.1358,-21.1755,44.0507
2310188000,-0.1371,-21.2129,44.0326
2310290000,-0.0240,-21.1519,44.0622
2310388000,-0.1339,-21.2347,44.0222
2310488000,-0.1022,-21.2896,43.9957
2310591000,-0.1533,-21.1539,44.0610
2310688000,-0.1759,-21.1407,44.0672
2310791000,-0.0258,-21.1131,44.0808
2310888000,0.0353,-21.1432,44.0664
2310988000,-0.0637,-21.1001,44.0870
2311088000,-0.0872,-21.1673,44.0547
2311190000,-0.0679,-21.0012,44.1341
2311288000,-0.1221,-21.0738,44.0994
2311388000,-0.0963,-21.1023,44.0859
2311488000,-0.1398,-21.1712,44.0527
2311588000,-0.1377,-21.1635,44.0564
2311688000,-0.0664,-21.1938,44.0420
2311788000,-0.0793,-21.2062,44.0360
2311888000,-0.0486,-21.2229,44.0280
2311988000,-0.0786,-21.1983,44.0398
2312089000,-0.1921,-21.1191,44.0775
2312188000,-0.2420,-21.0957,44.0885
2312288000,-0.0955,-21.2558,44.0121
2312388000,-0.0676,-21.2490,44.0154
2312488000,-0.0988,-21.1373,44.0691
2312588000,-0.0576,-21.2398,44.0198
2312688000,-0.0581,-21.2951,43.9931
2312788000,-0.1263,-21.0120,44.1289
2312888000,-0.1138,-21.2860,43.9974
2312988000,-0.1534,-21.2443,44.0174
2313088000,-0.2154,-21.1902,44.0432
2313188000,-0.1092,-21.2520,44.0139
2313289000,-0.0332,-21.1363,44.0697
2313388000,-0.1137,-21.2421,44.0186
2313488000,-0.1370,-21.2627,44.0086
2313588000,-0.0520,-21.2751,44.0028
2313689000,-0.1084,-20.9814,44.1435
2313788000,-0.1359,-21.0022,44.1335
2313888000,-0.1845,-21.2722,44.0039
2313988000,-0.1695,-21.3081,43.9865
2314088000,-0.1486,-21.1019,44.0859
2314188000,-0.0379,-21.3284,43.9770
2314288000,-0.0619,-21.3156,43.9832
2314388000,-0.1374,-21.0543,44.1087
2314488000,-0.2129,-21.1556,44.0599
2314589000,-0.1469,-21.0864,44.0933
2314688000,-0.1342,-21.2407,44.0193
2314788000,-0.0825,-21.4019,43.9412
2314888000,-0.0515,-21.2479,44.0159
2314988000,-0.1465,-21.2374,44.0208
2315088000,-0.1767,-21.2054,44.0361
2315188000,-0.1561,-21.1832,44.0469
2315288000,-0.0332,-21.2773,44.0017
2315388000,-0.1128,-21.1521,44.0619
2315488000,0.0345,-21.2011,44.0385
2315588000,0.0187,-21.1236,44.0758
2315688000,0.0265,-21.0892,44.0922
2315788000,-0.1637,-21.1459,44.0648
2315888000,-0.2411,-21.1372,44.0686
2315988000,-0.0566,-21.1917,44.0430
2316088000,0.0163,-21.1977,44.0402
2316188000,0.0102,-21.1158,44.0795
2316288000,0.0447,-21.1059,44.0842
2316388000,-0.0775,-21.2946,43.9933
2316489000,-0.0997,-21.2557,44.0121
2316588000,-0.0808,-21.2391,44.0201
2316688000,-0.0593,-21.2818,43.9996
2316788000,-0.0198,-21.1801,44.0486
2316888000,-0.1353,-21.2570,44.0114
2316988000,-0.2135,-21.1781,44.0491
2317088000,-0.0756,-21.2072,44.0355
2317188000,-0.0555,-21.2518,44.0141
2317288000,-0.1693,-21.1521,44.0618
2317388000,-0.1084,-21.1658,44.0554
2317488000,-0.1657,-21.1242,44.0752
2317588000,-0.1946,-21.0953,44.0889
2317688000,-0.0931,-21.2155,44.0315
2317788000,-0.1738,-21.1633,44.0564
2317888000,-0.0882,-21.3225,43.9798
2317988000,-0.0599,-21.4209,43.9320
2318088000,-0.0255,-21.3293,43.9766
2318188000,-0.1960,-21.1746,44.0509
2318288000,-0.1941,-21.1787,44.0489
2318388000,-0.0273,-21.2538,44.0131
2318488000,-0.1473,-21.1145,44.0799
2318590000,-0.1302,-21.0329,44.1189
2318688000,-0.0457,-21.0561,44.1080
2318788000,-0.0146,-21.1372,44.0692
2318888000,-0.0087,-21.1441,44.0659
2318988000,-0.1182,-21.3418,43.9704
2319088000,-0.1000,-21.2482,44.0157
2319188000,-0.1886,-21.1551,44.0603
2319288000,-0.0650,-21.2322,44.0235
2319388000,-0.0841,-21.2467,44.0165
2319488000,-0.0105,-21.2751,44.0028
2319588000,-0.0334,-21.3466,43.9682
2319688000,-0.2440,-21.0711,44.1002
2319788000,-0.1533,-21.1577,44.0591
2319888000,-0.1601,-21.1584,44.0588
2319988000,0.0028,-21.2138,44.0324
2320088000,0.0174,-21.2995,43.9910
2320188000,-0.1157,-21.1772,44.0499
2320291000,-0.1325,-21.1548,44.0606
2320388000,-0.1084,-21.1539,44.0611
2320494000,-0.1503,-21.1346,44.0703
2320588000,-0.1245,-21.1899,44.0437
2320688000,-0.0773,-21.0951,44.0893
2320790000,-0.1945,-21.0787,44.0968
2320891000,-0.0482,-21.1154,44.0797
2320988000,-0.1384,-21.1884,44.0444
2321088000,-0.0222,-21.1606,44.0580
2321188000,-0.1381,-21.2371,44.0210
2321291000,-0.1117,-21.1928,44.0424
2321388000,-0.0822,-21.1769,44.0501
2321488000,-0.0050,-21.1501,44.0631
2321588000,-0.2611,-21.1882,44.0440
2321688000,-0.2275,-21.2157,44.0309
2321790000,-0.1556,-21.2208,44.0288
2321888000,-0.0857,-21.1422,44.0668
2321988000,-0.1273,-21.1020,44.0859
2322088000,-0.1207,-21.1918,44.0428
2322188000,-0.0856,-21.1992,44.0394
2322289000,-0.0671,-21.2691,44.0057
2322389000,-0.1874,-21.1578,44.0590
2322488000,-0.1971,-21.1449,44.0651
2322589000,-0.0136,-21.2115,44.0335
2322689000,-0.0676,-21.2296,44.0248
2322788000,-0.1321,-21.1727,44.0520
2322890000,-0.1118,-21.0748,44.0990
2322988000,-0.1195,-21.1994,44.0392
2323088000,0.0413,-21.2989,43.9913
2323188000,0.0371,-21.2098,44.0343
2323288000,-0.1281,-20.8932,44.1853
2323388000,-0.1116,-21.1792,44.0489
2323488000,-0.1403,-21.1183,44.0781
2323588000,-0.1687,-21.2221,44.0281
2323688000,-0.1405,-21.1375,44.0689
2323788000,-0.0663,-21.2383,44.0206
2323888000,-0.1872,-21.2541,44.0126
2323988000,-0.1862,-21.2588,44.0103
2324088000,-0.0365,-21.1188,44.0780
2324188000,-0.1291,-21.3064,43.9875
2324288000,-0.0785,-21.3471,43.9679
2324388000,-0.1517,-21.0610,44.1055
2324488000,-0.2402,-21.1596,44.0579
2324589000,-0.1443,-21.2663,44.0069
2324688000,-0.1836,-21.2326,44.0230
2324788000,-0.0645,-21.2099,44.0343
2324888000,-0.0936,-21.1936,44.0420
2324988000,-0.0830,-21.1352,44.0701
2325088000,-0.0550,-21.1189,44.0780
2325189000,-0.1241,-21.2240,44.0273
2325288000,-0.1678,-21.2099,44.0340
2325390000,-0.0728,-21.2673,44.0066
2325488000,0.0265,-21.1691,44.0539
2325588000,-0.0687,-21.1237,44.0757
2325688000,-0.0104,-21.1124,44.0811
2325788000,-0.1775,-21.1437,44.0658
2325888000,-0.0574,-21.1801,44.0486
2325988000,-0.0195,-21.3224,43.9799
2326088000,-0.1529,-21.1745,44.0511
2326191000,-0.0177,-21.3046,43.9885
2326288000,-0.1133,-21.1770,44.0500
2326388000,-0.0681,-21.2384,44.0205
2326488000,-0.0298,-21.1509,44.0627
2326588000,-0.0232,-21.2206,44.0291
2326690000,0.0201,-21.2354,44.0220
2326788000,-0.1726,-21.0805,44.0960
2326888000,-0.0767,-21.0383,44.1165
2326988000,-0.1384,-21.2490,44.0152
2327088000,-0.1918,-21.1734,44.0514
2327188000,-0.1333,-21.0820,44.0955
2327288000,-0.1611,-21.2406,44.0192
2327388000,-0.0824,-21.3475,43.9677
2327488000,-0.0939,-21.2244,44.0272
2327588000,-0.1521,-21.1648,44.0557
2327688000,-0.1275,-21.2117,44.0333
2327788000,-0.1755,-21.1282,44.0732
2327891000,-0.0791,-21.2147,44.0319
2327988000,-0.0436,-21.2336,44.0228
2328088000,-0.0650,-21.0416,44.1149
2328188000,-0.1633,-21.0898,44.0916
2328288000,-0.1227,-21.1661,44.0552
2328388000,-0.0492,-21.3173,43.9824
2328488000,-0.1017,-21.1060,44.0841
2328588000,-0.0600,-21.1905,44.0436
2328691000,-0.0539,-21.1511,44.0625
2328788000,-0.1154,-21.2206,44.0290
2328888000,-0.0531,-21.1309,44.0722
2328988000,-0.0878,-21.3496,43.9667
2329088000,-0.1228,-21.2098,44.0342
2329188000,-0.2492,-21.1134,44.0799
2329288000,-0.1307,-21.1778,44.0495
2329389000,-0.0676,-21.2196,44.0296
2329488000,-0.1368,-21.1647,44.0558
2329588000,-0.1179,-21.1595,44.0584
2329688000,-0.1845,-21.1255,44.0744
2329788000,-0.1437,-21.1911,44.0431
2329888000,-0.1445,-21.2002,44.0387
2329988000,-0.1967,-21.1343,44.0702
2330088000,0.0054,-21.2673,44.0066
2330188000,-0.0756,-21.1950,44.0414
2330288000,-0.0453,-21.1858,44.0459
2330388000,-0.0913,-21.1100,44.0822
2330488000,-0.0559,-21.2547,44.0127
2330588000,-0.1670,-21.2136,44.0322
2330688000,-0.1564,-21.2113,44.0333
2330788000,-0.0836,-21.2179,44.0304
2330888000,0.0568,-21.1386,44.0685
2330988000,-0.0776,-21.0328,44.1191
2331088000,-0.2495,-21.0896,44.0913
2331188000,-0.1267,-21.1617,44.0573
2331288000,-0.1075,-21.1915,44.0430
2331388000,-0.0791,-21.1541,44.0611
2331490000,-0.0342,-21.2822,43.9994
2331588000,-0.0518,-21.2293,44.0249
2331688000,-0.0284,-21.2437,44.0180
2331788000,-0.0716,-21.3111,43.9854
2331888000,-0.0847,-21.1272,44.0740
2331994000,-0.1120,-21.1116,44.0814
2332088000,-0.1804,-21.0967,44.0883
2332188000,-0.0435,-21.2339,44.0227
2332288000,-0.0931,-21.1985,44.0397
2332388000,-0.1334,-21.1752,44.0508
2332488000,-0.0662,-21.2132,44.0327
2332588000,-0.0020,-21.2615,44.0094
2332688000,-0.0207,-21.2602,44.0100
2332788000,-0.1490,-20.9610,44.1531
2332888000,-0.0974,-20.9425,44.1620
2332988000,-0.2349,-21.1861,44.0451
2333088000,-0.2406,-21.2516,44.0135
2333191000,-0.2326,-21.2110,44.0331
2333288000,-0.1680,-21.2418,44.0186
2333388000,-0.1055,-21.1452,44.0653
2333488000,-0.1193,-21.0639,44.1042
2333588000,-0.1789,-21.0998,44.0868
2333688000,-0.0581,-21.1693,44.0538
2333788000,-0.0252,-21.2393,44.0201
2333888000,-0.1566,-21.2051,44.0363
2333988000,-0.2130,-21.1783,44.0490
2334088000,-0.1032,-21.1558,44.0602
2334188000,-0.0732,-21.1015,44.0863
2334288000,-0.1116,-21.2095,44.0344
2334388000,-0.1545,-21.1162,44.0790
2334488000,-0.1492,-21.1979,44.0398
2334588000,-0.0834,-21.1752,44.0509
2334688000,-0.1049,-21.2643,44.0079
2334788000,-0.0942,-21.2850,43.9979
2334888000,0.0040,-21.1884,44.0446
2334988000,0.0225,-21.1462,44.0649
2335090000,-0.0205,-21.0386,44.1164
2335188000,-0.1551,-21.0800,44.0964
2335288000,-0.0668,-21.0686,44.1020
2335388000,-0.1089,-21.1318,44.0717
2335488000,-0.0115,-21.2315,44.0239
2335588000,-0.0091,-21.2775,44.0017
2335689000,-0.0285,-21.3499,43.9666
2335788000,-0.1858,-21.1893,44.0438
2335888000,-0.0077,-21.1622,44.0572
2335988000,-0.0245,-21.0751,44.0990
2336088000,-0.0640,-21.1024,44.0859
2336188000,-0.0844,-21.1084,44.0830
2336288000,-0.1318,-21.1304,44.0723
2336389000,-0.0081,-21.0857,44.0939
2336488000,-0.0269,-21.0231,44.1238
2336588000,-0.0121,-21.1439,44.0660
2336688000,-0.1738,-21.2345,44.0221
2336788000,-0.2327,-21.1849,44.0457
2336888000,-0.1515,-21.0815,44.0957
2336988000,-0.0999,-21.3998,43.9422
2337088000,-0.1334,-21.3589,43.9620
2337188000,-0.1420,-21.3633,43.9599
2337288000,-0.2371,-21.1749,44.0505
2337388000,-0.2559,-21.1504,44.0622
2337488000,-0.0629,-21.2882,43.9965
2337593000,0.0113,-21.1803,44.0485
2337688000,-0.1099,-21.0616,44.1053
2337791000,-0.0883,-21.2748,44.0029
2337888000,-0.0670,-21.2994,43.9910
2337988000,-0.0249,-21.1609,44.0579
2338088000,0.0060,-21.2228,44.0281
2338188000,-0.0184,-20.9740,44.1472
2338289000,-0.0420,-21.2030,44.0376
2338391000,-0.0294,-21.2127,44.0329
2338488000,0.0386,-21.2828,43.9991
2338590000,-0.1527,-21.1206,44.0769
2338688000,-0.2241,-21.1198,44.0770
2338788000,-0.1075,-21.1833,44.0470
2338891000,-0.0936,-21.1698,44.0535
2338990000,-0.0103,-21.1691,44.0539
2339090000,-0.1298,-21.2361,44.0215
2339188000,-0.1912,-21.1771,44.0496
2339288000,-0.0433,-21.2787,44.0011
2339388000,-0.1082,-21.1368,44.0693
2339488000,-0.1169,-21.1577,44.0592
2339588000,0.0017,-21.2514,44.0143
2339688000,-0.0039,-21.3522,43.9655
2339788000,-0.0325,-21.1624,44.0571
2339888000,-0.1197,-21.1045,44.0848
2339988000,-0.1641,-21.1063,44.0837
2340088000,-0.1960,-21.1804,44.0481
2340188000,-0.0597,-21.1609,44.0578
2340288000,-0.0616,-21.3162,43.9829
2340388000,-0.1590,-21.2502,44.0146
2340488000,-0.2197,-21.2031,44.0370
2340588000,-0.1127,-21.1530,44.0615
2340688000,-0.0440,-21.1743,44.0514
2340788000,-0.0989,-21.1833,44.0470
2340888000,0.0591,-21.2287,44.0252
2340988000,-0.0437,-21.1133,44.0807
2341090000,-0.1214,-21.2042,44.0369
2341188000,-0.0875,-21.2155,44.0315
2341288000,-0.0866,-21.1641,44.0562
2341388000,-0.1479,-21.1126,44.0808
2341488000,-0.1200,-21.1944,44.0416
2341588000,-0.1690,-21.1616,44.0572
2341689000,-0.0126,-21.1458,44.0651
2341788000,-0.0701,-21.3496,43.9667
2341888000,-0.0712,-21.3529,43.9651
2341988000,-0.0764,-21.2334,44.0229
2342088000,-0.0775,-21.1874,44.0451
2342188000,-0.0199,-21.0712,44.1008
2342288000,-0.1345,-21.0296,44.1205
2342388000,-0.0758,-20.9695,44.1492
2342488000,-0.1487,-21.0545,44.1086
2342588000,-0.0850,-21.1855,44.0460
2342688000,-0.0631,-21.1843,44.0466
2342788000,-0.1282,-21.1948,44.0414
2342888000,-0.1676,-21.1792,44.0488
2342988000,-0.1757,-21.1839,44.0465
2343088000,-0.0737,-21.1306,44.0724
2343188000,-0.1622,-21.2519,44.0137
2343291000,-0.0897,-21.3129,43.9845
2343388000,-0.1216,-21.1786,44.0492
2343488000,-0.1155,-21.2077,44.0352
2343588000,-0.1589,-21.1995,44.0390
2343688000,-0.1393,-21.1208,44.0769
2343788000,-0.1395,-21.2394,44.0198
2343888000,-0.1116,-21.2526,44.0136
2343988000,-0.0612,-21.1243,44.0754
2344088000,-0.1685,-21.0920,44.0906
2344188000,-0.1748,-21.2250,44.0267
2344288000,-0.1687,-21.1964,44.0405
2344388000,-0.1138,-21.1586,44.0588
2344488000,-0.0455,-21.2687,44.0059
2344588000,0.0166,-21.1944,44.0418
2344688000,-0.0474,-21.0575,44.1073
2344788000,-0.1313,-21.0454,44.1130
2344888000,-0.1575,-21.0340,44.1183
2344988000,-0.0302,-21.1921,44.0428
2345088000,-0.0224,-21.2720,44.0043
2345188000,-0.0761,-21.3602,43.9615
2345288000,-0.0893,-21.1268,44.0741
2345388000,-0.0360,-21.1052,44.0845
2345488000,-0.0690,-21.2560,44.0120
2345588000,0.0234,-21.1397,44.0680
2345688000,-0.1128,-21.1798,44.0486
2345791000,-0.1298,-21.1374,44.0689
2345888000,-0.0959,-21.0887,44.0924
2345988000,-0.0437,-21.3121,43.9849
2346088000,-0.1728,-21.1810,44.0478
2346188000,-0.1100,-21.2487,44.0155
2346288000,-0.0248,-21.2928,43.9943
2346388000,-0.1493,-21.1629,44.0566
2346488000,-0.0636,-21.2278,44.0256
2346588000,-0.0628,-21.2343,44.0225
2346688000,-0.1247,-21.1239,44.0755
2346788000,0.0078,-21.1161,44.0794
2346891000,-0.0662,-21.0869,44.0933
2346988000,-0.0611,-21.1638,44.0565
2347088000,-0.0015,-21.1623,44.0572
2347188000,-0.0714,-21.0474,44.1121
2347289000,-0.0839,-21.1131,44.0807
2347388000,-0.0621,-21.2667,44.0069
2347488000,-0.1498,-21.2190,44.0297
2347588000,-0.1253,-21.2926,43.9942
2347688000,-0.1401,-21.1287,44.0731
2347788000,-0.0925,-21.2650,44.0076
2347888000,-0.1526,-21.1675,44.0545
2347988000,-0.1323,-21.2810,43.9998
2348088000,-0.2478,-21.2083,44.0344
2348190000,-0.0345,-21.0773,44.0979
2348288000,-0.1010,-21.2891,43.9959
2348388000,-0.1564,-21.2230,44.0277
2348488000,-0.2211,-21.2017,44.0377
2348588000,-0.2066,-21.2081,44.0347
2348688000,-0.0191,-21.0658,44.1034
2348788000,-0.1313,-21.2030,44.0374
2348888000,-0.1913,-21.2619,44.0088
2348988000,-0.1577,-21.3453,43.9685
2349093000,-0.2065,-21.0651,44.1033
2349188000,-0.1950,-21.0492,44.1109
2349291000,-0.2619,-21.0598,44.1055
2349388000,-0.1936,-21.1832,44.0467
2349488000,-0.1292,-21.1677,44.0544
2349588000,-0.1818,-21.0728,44.0997
2349688000,-0.2394,-21.2004,44.0382
2349788000,-0.1469,-21.2504,44.0145
2349888000,-0.0987,-21.2322,44.0234
2349988000,-0.2437,-21.2083,44.0344
2350088000,-0.1330,-21.0853,44.0939
2350188000,-0.0842,-21.1387,44.0684
2350290000,-0.1025,-21.0748,44.0990
